won,round,prompt file,seed,ai total towers,ai guesses,ai bad parses\n2,14,prompt/NETFLIX_BTW,0,32,0,0
1,15,prompt/NETFLIX_BTW,1,36,0,0
1,12,prompt/NETFLIX_BTW,2,24,0,0
1,11,prompt/NETFLIX_BTW,3,21,0,0
1,11,prompt/NETFLIX_BTW,4,21,0,1
1,11,prompt/NETFLIX_BTW,5,21,0,0
1,12,prompt/NETFLIX_BTW,6,24,0,0
1,12,prompt/NETFLIX_BTW,7,24,0,0
1,12,prompt/NETFLIX_BTW,8,24,0,0
1,11,prompt/NETFLIX_BTW,9,21,0,0
1,11,prompt/NETFLIX_BTW,10,21,0,1
1,12,prompt/NETFLIX_BTW,11,24,0,0
2,14,prompt/NETFLIX_BTW,12,32,1,0
2,17,prompt/NETFLIX_BTW,13,45,0,1
1,14,prompt/NETFLIX_BTW,14,32,0,0
1,12,prompt/NETFLIX_BTW,15,24,0,1
1,11,prompt/NETFLIX_BTW,16,21,0,0
1,13,prompt/NETFLIX_BTW,17,28,0,0
1,11,prompt/NETFLIX_BTW,18,21,0,0
1,11,prompt/NETFLIX_BTW,19,21,0,0
1,11,prompt/NETFLIX_BTW,20,21,0,0
1,11,prompt/NETFLIX_BTW,21,21,0,0
1,12,prompt/NETFLIX_BTW,22,24,0,0
1,11,prompt/NETFLIX_BTW,23,21,0,0
1,13,prompt/NETFLIX_BTW,24,28,0,0
1,13,prompt/NETFLIX_BTW,25,28,0,0
1,10,prompt/NETFLIX_BTW,26,18,0,0
1,11,prompt/NETFLIX_BTW,27,21,0,0
1,11,prompt/NETFLIX_BTW,28,21,0,0
2,12,prompt/NETFLIX_BTW,29,24,0,0
1,12,prompt/NETFLIX_BTW,30,24,0,0
1,14,prompt/NETFLIX_BTW,31,32,0,0
1,11,prompt/NETFLIX_BTW,32,21,0,1
1,12,prompt/NETFLIX_BTW,33,24,0,1
1,11,prompt/NETFLIX_BTW,34,21,0,0
2,13,prompt/NETFLIX_BTW,35,28,0,0
2,14,prompt/NETFLIX_BTW,36,32,0,0
1,11,prompt/NETFLIX_BTW,37,21,0,0
1,14,prompt/NETFLIX_BTW,38,32,0,0
1,14,prompt/NETFLIX_BTW,39,32,0,0
1,15,prompt/NETFLIX_BTW,40,36,0,1
1,14,prompt/NETFLIX_BTW,41,32,0,0
1,11,prompt/NETFLIX_BTW,42,21,0,0
1,12,prompt/NETFLIX_BTW,43,24,0,0
1,14,prompt/NETFLIX_BTW,44,32,0,0
1,14,prompt/NETFLIX_BTW,45,32,0,0
1,13,prompt/NETFLIX_BTW,46,28,0,0
1,14,prompt/NETFLIX_BTW,47,32,0,0
1,14,prompt/NETFLIX_BTW,48,32,0,0
1,12,prompt/NETFLIX_BTW,49,24,0,0
